Genre,Reports,Age,Gpa,Year,Count,Gender,report_length,Priority,Category,Synthetic,Created_Date
Athletics and sports,"The athletic facilities are always overcrowded, and I have to wait a long time to use the equipment I need for my training.",18.0,3.59,2.0,1.0,F,123.0,LOW,Original,False,2026-03-26
Athletics and sports,I feel like the athletic eligibility requirements are too strict and prevent many students from participating in sports.,26.0,3.32,3.0,1.0,M,120.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,"I suffered a sports-related injury and had to take time off from training, but the university's support for injured athletes is lacking.",19.0,3.9,3.0,1.0,F,136.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," The sports team culture at this university is toxic, and I don't feel welcome on the team.",16.0,3.4,2.0,1.0,F,91.0,LOW,Original,False,2026-03-26
Athletics and sports," The gender inequality in sports is apparent, and the university needs to invest more resources into women's sports programs.",16.0,3.77,4.0,1.0,M,125.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The university needs to do more to ensure Title IX compliance and make sure all sports programs are treated fairly.,25.0,1.51,4.0,1.0,F,116.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, It's frustrating that I can't access the athletic facilities I need because of strict scheduling limitations.,20.0,0.05,3.0,1.0,M,110.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," I wish the athletic eligibility requirements were more flexible, as they make it difficult for me to balance sports and academics.",21.0,1.35,3.0,1.0,F,131.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," I'm struggling to get medical attention for my sports-related injury, and the university's resources are not sufficient.",23.0,3.8,3.0,1.0,F,121.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," The sports team culture can be cliquey and exclusive, making it difficult for some members to feel included.",16.0,2.36,1.0,1.0,F,109.0,LOW,Original,False,2026-03-26
Athletics and sports, I've witnessed gender inequality within the sports program firsthand and feel it's time for change.,16.0,0.06,5.0,1.0,M,100.0,HIGH,Original,False,2026-03-26
Athletics and sports, The university needs to do more to ensure Title IX compliance and provide equal opportunities for all sports programs.,27.0,3.41,1.0,1.0,M,119.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The athletic facilities are not well-maintained and are often dirty and overcrowded.,23.0,0.98,5.0,1.0,F,85.0,LOW,Original,False,2026-03-26
Athletics and sports, The athletic eligibility requirements are too strict and limit the number of students who can participate in sports programs.,25.0,2.13,1.0,1.0,F,126.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, I'm frustrated with the lack of resources available to athletes who suffer from injuries or other medical concerns.,17.0,1.57,3.0,1.0,F,116.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The sports team culture is not inclusive and often feels like a popularity contest.,18.0,2.03,3.0,1.0,F,84.0,LOW,Original,False,2026-03-26
Athletics and sports," I've noticed a clear gender inequality within the sports program, and it's time for the university to take action.",25.0,0.27,4.0,1.0,F,115.0,HIGH,Original,False,2026-03-26
Athletics and sports," The university needs to ensure Title IX compliance and provide equal opportunities for all athletes, regardless of gender.",17.0,2.75,1.0,1.0,F,123.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The limited access to athletic facilities makes it challenging to train effectively and reach my goals.,18.0,1.03,1.0,1.0,M,104.0,LOW,Original,False,2026-03-26
Athletics and sports, The athletic eligibility requirements don't take into account the unique circumstances of each athlete and can be unfair.,18.0,2.41,1.0,1.0,F,122.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," The university needs to invest in better medical resources for athletes, as the current options are insufficient.",25.0,1.61,4.0,1.0,F,114.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The sports team culture needs to be more inclusive and welcoming to all members.,24.0,2.6,2.0,1.0,F,81.0,LOW,Original,False,2026-03-26
Athletics and sports, I've experienced gender inequality within the sports program and feel that it's a significant issue that needs to be addressed.,26.0,3.75,3.0,1.0,M,128.0,HIGH,Original,False,2026-03-26
Athletics and sports, The university needs to take steps to ensure Title IX compliance and create a level playing field for all athletes.,18.0,3.35,4.0,1.0,F,116.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,I feel frustrated with the limited access to the athletic facilities on campus. It's hard to stay active and healthy when you can't even use the gym when you want to.,22.0,2.0,2.0,1.0,F,166.0,LOW,Original,False,2026-03-26
Athletics and sports,The athletic eligibility requirements for sports teams are so strict. It's unfair that some students can't participate just because they don't meet certain criteria.,24.0,1.75,3.0,1.0,F,165.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,I'm concerned about the injuries that happen during sports games and practices. The university needs to prioritize the health and safety of its athletes.,21.0,1.62,5.0,1.0,M,153.0,LOW,Original,False,2026-03-26
Athletics and sports,I've noticed that the sports team culture on campus can be exclusive and elitist. It makes it hard for newcomers to feel welcome.,18.0,1.16,2.0,1.0,F,129.0,LOW,Original,False,2026-03-26
Athletics and sports,Gender inequality in sports is a serious issue that needs to be addressed. Women's sports teams should be given the same opportunities and resources as men's teams.,24.0,2.69,3.0,1.0,F,164.0,HIGH,Original,False,2026-03-26
Athletics and sports,"I'm disappointed with the lack of support for student athletes. It's hard to balance sports and academics, and more resources need to be provided to help athletes succeed.",17.0,3.36,4.0,1.0,M,171.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,The Title IX compliance of the university's sports programs is concerning. It's important to make sure that all students are treated fairly and given equal opportunities.,22.0,3.77,5.0,1.0,M,170.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,It's frustrating that there are limited options for sports and athletics programs on campus. More variety would be appreciated.,24.0,0.27,1.0,1.0,M,127.0,LOW,Original,False,2026-03-26
Athletics and sports,I'm concerned about the lack of diversity on the sports teams. It's important for all students to feel represented and included.,27.0,1.2,5.0,1.0,M,128.0,LOW,Original,False,2026-03-26
Athletics and sports, Athletic facilities are often overcrowded and difficult to access. This makes it hard to stay motivated to exercise and stay active.,18.0,1.16,3.0,1.0,M,133.0,LOW,Original,False,2026-03-26
Athletics and sports, The athletic eligibility requirements can be confusing and hard to navigate. The university should provide clearer guidelines and resources to help students understand the process.,17.0,0.53,4.0,1.0,M,181.0,LOW,Original,False,2026-03-26
Athletics and sports, The university needs to prioritize the health and wellbeing of its student athletes. This includes providing adequate medical resources and support.,22.0,0.47,1.0,1.0,F,149.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The sports team culture on campus can be toxic and harmful. It's important for the university to promote a positive and inclusive environment.,22.0,2.68,2.0,1.0,F,143.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, Gender inequality in sports is unacceptable. The university needs to do more to support and empower women athletes.,26.0,1.05,2.0,1.0,F,116.0,HIGH,Original,False,2026-03-26
Athletics and sports, It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,18.0,0.2,1.0,1.0,M,161.0,LOW,Original,False,2026-03-26
Athletics and sports, The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,22.0,0.7,2.0,1.0,F,128.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,22.0,3.45,3.0,1.0,M,140.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," Athletic facilities should be accessible to all students, regardless of their major or athletic eligibility. Everyone should have the opportunity to stay active and healthy.",23.0,3.88,3.0,1.0,M,174.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, I'm concerned about the lack of diversity among the coaches and staff of the sports teams. It's important for students to have role models and mentors who look like them.,16.0,1.58,1.0,1.0,M,171.0,LOW,Original,False,2026-03-26
Athletics and sports, Sports-related injuries can have long-lasting effects on a student's health and wellbeing. It's important for the university to take preventative measures and prioritize safety.,26.0,0.33,5.0,1.0,F,178.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The athletic eligibility requirements can be unfair to students who don't have the same opportunities as others. The university should take socioeconomic factors into account when evaluating eligibility.,23.0,0.29,3.0,1.0,F,204.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," The sports team culture can be exclusive and cliquey, making it hard for new students to feel included. It's important for the university to foster a welcoming and supportive environment.",19.0,2.99,5.0,1.0,M,188.0,LOW,Original,False,2026-03-26
Athletics and sports," Gender inequality in sports is a pervasive issue that affects all students, not just athletes. The university should do more to promote gender equity and empowerment.",18.0,3.95,1.0,1.0,F,167.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The lack of options for sports and athletics programs on campus is disappointing. More variety would help students find activities that they enjoy and feel passionate about.,17.0,3.7,5.0,1.0,F,174.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, Student athletes often face unique challenges when it comes to balancing sports and academics. The university needs to provide more support and resources to help them succeed.,24.0,1.6,5.0,1.0,F,176.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,I am frustrated with the limited access to athletic facilities on campus. It's difficult to find a time when the gym or fields are not overcrowded.,19.0,3.57,5.0,1.0,M,147.0,LOW,Original,False,2026-03-26
Athletics and sports,The athletic eligibility requirements are too strict and exclusionary. It feels like only a select few students are able to participate in sports.,24.0,1.24,5.0,1.0,F,146.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,I am concerned about the lack of attention given to injuries and sports-related medical concerns. It feels like student-athletes are not given adequate support.,25.0,1.12,5.0,1.0,M,160.0,LOW,Original,False,2026-03-26
Athletics and sports,The sports team culture on campus is toxic and exclusionary. It's discouraging to see such a lack of respect for fellow students.,18.0,2.47,5.0,1.0,F,129.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,I am disappointed with the gender inequality in sports. Women's teams are often underfunded and not given the same opportunities as men's teams.,25.0,1.53,5.0,1.0,F,144.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,The university needs to do more to ensure Title IX compliance in all aspects of the athletics programs. It's unacceptable for any student to feel discriminated against or unsafe.,19.0,1.21,5.0,1.0,M,178.0,HIGH,Original,False,2026-03-26
Athletics and sports,It's frustrating that the university only invests in certain sports programs while neglecting others. It's important to support a variety of athletic interests.,19.0,2.24,2.0,1.0,F,160.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,The athletic department should provide more resources and training for coaches to ensure a safe and inclusive environment for all athletes.,21.0,1.56,2.0,1.0,M,139.0,MEDIUM,Original,False,2026-03-26
Athletics and sports,I have concerns about the lack of diversity and representation within the athletic department staff. It's important for all students to feel seen and supported.,16.0,3.9,1.0,1.0,M,160.0,LOW,Original,False,2026-03-26
Athletics and sports, I am frustrated by the athletic facilities' inconsistent hours and limited availability during peak times.,25.0,0.59,5.0,1.0,M,107.0,LOW,Original,False,2026-03-26
Athletics and sports, The athletic eligibility requirements should be revised to be more inclusive of students with different abilities and backgrounds.,24.0,2.98,2.0,1.0,F,131.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," The university needs to prioritize mental health support for student-athletes, especially during high-stress seasons.",25.0,2.18,2.0,1.0,M,118.0,HIGH,Original,False,2026-03-26
Athletics and sports," The sports team culture needs to be more welcoming and supportive, rather than exclusive and competitive.",27.0,2.18,2.0,1.0,F,106.0,LOW,Original,False,2026-03-26
Athletics and sports, I am concerned about the lack of attention given to preventing and addressing sports-related injuries. It's important for athletes to receive adequate care.,19.0,0.41,5.0,1.0,F,157.0,LOW,Original,False,2026-03-26
Athletics and sports, It's disappointing to see the unequal distribution of resources and funding among different sports programs on campus.,17.0,1.68,1.0,1.0,M,119.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," I believe that the university should provide more scholarships and financial support for student-athletes, especially those from underprivileged backgrounds.",17.0,1.08,1.0,1.0,F,158.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," The university needs to do more to support the mental and emotional health of student-athletes, including providing access to therapy and counseling services.",25.0,1.73,3.0,1.0,F,159.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," The athletic department should prioritize the safety and well-being of all athletes, rather than just focusing on winning.",25.0,0.47,2.0,1.0,F,123.0,LOW,Original,False,2026-03-26
Athletics and sports," It's frustrating to see the gender disparities in sports, especially when it comes to funding and support for women's teams.",25.0,3.28,4.0,1.0,F,125.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The university should offer more sports programs that cater to students' diverse interests and abilities.,20.0,1.1,1.0,1.0,M,106.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, I have concerns about the athletic department's handling of Title IX complaints and the overall culture of accountability.,26.0,3.3,2.0,1.0,F,123.0,LOW,Original,False,2026-03-26
Athletics and sports, The athletic facilities should be more accessible and accommodating for students with disabilities.,23.0,1.91,2.0,1.0,M,100.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, I am concerned about the lack of diversity and representation among the student-athletes themselves. It's important for all students to have equal opportunities.,25.0,3.15,2.0,1.0,F,162.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, It's disappointing to see the lack of support and attention given to non-varsity sports programs on campus.,24.0,2.61,2.0,1.0,M,108.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," The athletic department should prioritize the mental and physical health of all athletes, regardless of their level of competition.",22.0,2.98,4.0,1.0,M,132.0,LOW,Original,False,2026-03-26
Athletics and sports, I am frustrated with the inconsistent and often late communication from coaches and athletic staff.,24.0,3.97,1.0,1.0,M,100.0,MEDIUM,Original,False,2026-03-26
Athletics and sports," It's important for the university to prioritize the safety of all athletes, including implementing proper safety protocols and resources for injuries.",20.0,0.45,2.0,1.0,M,151.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The university should invest in more preventative measures to avoid sports-related injuries and promote overall wellness.,22.0,1.26,4.0,1.0,F,122.0,MEDIUM,Original,False,2026-03-26
Athletics and sports, The gender disparities in sports must be addressed and rectified to ensure equal opportunities for all students.,22.0,2.21,3.0,1.0,F,113.0,HIGH,Original,False,2026-03-26
Career opportunities,There seems to be a scarcity of available internships and job openings in my field of study.,19.0,1.16,2.0,1.0,M,92.0,MEDIUM,Original,False,2026-03-26
Career opportunities,There seems to be a scarcity of available internships and job openings in my field of study.,16.0,0.61,5.0,1.0,M,92.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I'm having a hard time finding suitable job opportunities that align with my career goals.,16.0,2.3,5.0,1.0,F,90.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The lack of available networking opportunities makes it difficult to connect with professionals in my desired field.,17.0,1.89,4.0,1.0,F,116.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The professional development opportunities offered by the university are limited and not sufficient to meet the demands of the job market.,18.0,0.56,4.0,1.0,M,138.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I feel like I'm competing with too many students for the limited number of internship and job opportunities available.,25.0,0.21,4.0,1.0,M,118.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Despite my efforts, I'm struggling to find job openings that match my qualifications and experience.",23.0,2.82,4.0,1.0,F,100.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university needs to do more to provide networking opportunities for students to connect with alumni and other professionals.,16.0,3.65,5.0,1.0,M,128.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The career services office should offer more resources to help students navigate the job market and find suitable employment.,24.0,3.95,4.0,1.0,M,125.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The lack of internships and job opportunities is making it difficult for me to gain practical experience in my field.,16.0,0.09,4.0,1.0,F,117.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I feel like I'm at a disadvantage in the job market due to the limited professional development opportunities provided by the university.,18.0,3.8,4.0,1.0,M,137.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should offer more career fairs and networking events to help students connect with potential employers.,20.0,1.28,5.0,1.0,F,118.0,MEDIUM,Original,False,2026-03-26
Career opportunities,It's frustrating to constantly come across dead ends when searching for job opportunities in my field.,16.0,1.11,4.0,1.0,F,102.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"The competition for available internships and job openings is extremely high, making it even more difficult to secure employment.",27.0,0.6,4.0,1.0,M,129.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university needs to offer more workshops and training programs to help students develop the necessary skills for the job market.,26.0,1.6,5.0,1.0,M,132.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The job search process has been extremely challenging and time-consuming due to the lack of available job opportunities.,26.0,0.13,5.0,1.0,F,120.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should work to establish more partnerships with companies and organizations to increase the availability of internships and job openings.,24.0,2.89,4.0,1.0,F,152.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I'm having trouble finding job opportunities that offer the pay and benefits I need to support myself financially.,21.0,1.62,4.0,1.0,M,114.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The limited availability of job opportunities is causing me a great deal of stress and anxiety about my future career prospects.,27.0,0.67,5.0,1.0,F,128.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should provide more resources for students to learn about job opportunities outside of their immediate area.,25.0,0.33,4.0,1.0,M,123.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The lack of job opportunities is discouraging and makes me feel like I wasted my time and money on my education.,23.0,1.24,4.0,1.0,M,112.0,MEDIUM,Original,False,2026-03-26
Career opportunities,It's frustrating to have limited options when it comes to finding a job in my desired field of work.,19.0,1.16,5.0,1.0,M,100.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should provide more resources to help students develop the necessary networking skills to succeed in the job market.,16.0,2.25,4.0,1.0,M,131.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The scarcity of job opportunities is a major barrier to achieving my career goals and aspirations.,19.0,0.51,4.0,1.0,F,98.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I'm finding it difficult to secure a job due to the limited number of available opportunities in my field of study.,18.0,2.56,5.0,1.0,F,115.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should provide more resources to help students create and maintain professional connections in their desired field of work.,18.0,0.31,4.0,1.0,F,138.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The lack of available internships and job opportunities is causing me to reconsider my career path.,25.0,3.98,5.0,1.0,F,99.0,MEDIUM,Original,False,2026-03-26
Career opportunities,It's challenging to stay motivated and optimistic when there are so few job opportunities available.,17.0,0.87,4.0,1.0,M,100.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should provide more guidance and support to students as they navigate the job search process.,18.0,2.26,5.0,1.0,F,108.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The limited number of job opportunities is making it difficult for me to build a successful career after graduation.,25.0,1.16,4.0,1.0,M,116.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university needs to work on expanding its network of potential employers and job opportunities for students.,18.0,3.15,5.0,1.0,F,112.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"The university does not provide enough opportunities for internships or jobs in my field of study, making it difficult to gain practical experience.",22.0,2.85,4.0,1.0,M,148.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"As a recent graduate, I am struggling to find job opportunities that align with my career goals.",17.0,1.68,4.0,1.0,M,96.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Despite my efforts to network, I have not been able to find any meaningful connections that could lead to job or internship opportunities.",23.0,3.6,4.0,1.0,M,138.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The lack of available internships and job opportunities in my area of study is concerning and makes me worried about my future prospects.,17.0,0.67,4.0,1.0,F,137.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I have found it challenging to secure an internship or job due to the competitive nature of the job market.,21.0,3.1,5.0,1.0,M,107.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"It is frustrating to see job postings that require years of experience, making it difficult for recent graduates to break into their desired field.",25.0,0.02,4.0,1.0,M,147.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I am having trouble finding job opportunities that match my qualifications and skillset.,21.0,0.94,4.0,1.0,M,88.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Despite attending career fairs and networking events, I have not been able to secure any internships or job offers.",18.0,2.17,5.0,1.0,M,115.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should offer more career development programs to help students find job and internship opportunities.,17.0,3.4,4.0,1.0,F,116.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The lack of job and internship opportunities available to students in my program is disappointing and concerning.,19.0,1.83,5.0,1.0,M,113.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The process of finding job opportunities has been overwhelming and confusing for me.,22.0,1.99,5.0,1.0,M,84.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I feel as though I am competing with too many other candidates for the few job opportunities available in my field.,26.0,1.98,5.0,1.0,M,115.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should do more to connect students with potential employers to increase internship and job opportunities.,26.0,3.01,5.0,1.0,M,120.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"I have been struggling to find job opportunities that pay a fair wage, making it difficult to support myself financially.",19.0,0.82,5.0,1.0,F,121.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The current job market is so competitive that it feels impossible to find meaningful employment opportunities.,23.0,1.05,5.0,1.0,F,110.0,LOW,Original,False,2026-03-26
Career opportunities,I have found it challenging to find job opportunities that match my specific interests and career goals.,26.0,0.41,4.0,1.0,M,104.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university's career services department does not provide enough resources or support for students seeking internships or jobs.,20.0,3.33,5.0,1.0,M,130.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"I have been applying to job opportunities for months with no luck, which is demoralizing and frustrating.",21.0,0.45,5.0,1.0,M,105.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The limited number of internship and job opportunities available in my area makes me concerned about my future career prospects.,22.0,2.33,4.0,1.0,F,128.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I am struggling to find job opportunities that offer the type of work-life balance that I desire.,24.0,3.24,5.0,1.0,F,97.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should do more to create partnerships with employers to increase internship and job opportunities for students.,16.0,1.37,4.0,1.0,M,126.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Despite having a strong resume and relevant experience, I have not been able to find any job opportunities in my field.",23.0,2.36,4.0,1.0,F,119.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The lack of job and internship opportunities available to students in my program is a major issue that needs to be addressed by the university.,16.0,1.95,4.0,1.0,F,143.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The current job market is so competitive that it is difficult to stand out and secure job opportunities.,26.0,2.37,4.0,1.0,F,104.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I have been struggling to find job opportunities that align with my values and ethics.,21.0,3.09,5.0,1.0,F,86.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Despite attending job fairs and applying to numerous opportunities, I have not received any job offers or even interviews.",19.0,1.7,4.0,1.0,M,122.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should offer more support to non-traditional students seeking internships or jobs.,18.0,1.21,5.0,1.0,M,97.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"I have been applying to job opportunities outside of my field of study in hopes of finding something, but it has been difficult to make any progress.",19.0,0.53,4.0,1.0,M,149.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I feel as though I am competing with students from more prestigious universities for the same job opportunities.,24.0,0.37,4.0,1.0,M,112.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The lack of job and internship opportunities available to students is a major concern for those who want to gain practical experience and start their careers.,21.0,1.36,4.0,1.0,M,158.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"I have been struggling to find any job opportunities in my field, despite constantly checking job boards and reaching out to alumni for networking.",23.0,2.68,5.0,1.0,F,147.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university needs to provide more support for students looking for internships. The current resources are limited and not very helpful.,23.0,0.03,5.0,1.0,F,138.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I feel like I'm missing out on important networking opportunities because the university doesn't offer many events or programs for students to connect with professionals.,18.0,3.93,4.0,1.0,F,170.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The job market is highly competitive and it's frustrating to have limited opportunities for professional development.,18.0,3.79,5.0,1.0,F,117.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I wish there were more job fairs or career events at the university. It's hard to find opportunities on my own.,19.0,1.66,4.0,1.0,F,111.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university needs to do more to connect students with alumni who work in their fields of interest. It's difficult to find those connections on our own.,18.0,1.8,4.0,1.0,M,154.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Finding job opportunities has been a challenge, especially since many require years of experience that I don't have as a student.",17.0,1.13,5.0,1.0,M,129.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university needs to offer more workshops and training sessions to help students improve their networking and job-seeking skills.,19.0,0.75,5.0,1.0,M,132.0,MEDIUM,Original,False,2026-03-26
Career opportunities,Limited internship opportunities have made it hard for me to gain practical experience in my field before graduation.,19.0,3.6,4.0,1.0,F,117.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I feel like I'm on my own when it comes to finding job opportunities. The university should offer more support and guidance in this area.,25.0,0.21,4.0,1.0,M,137.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Networking is a crucial part of career development, but I feel like I'm not getting enough exposure to professionals in my field.",24.0,1.53,4.0,1.0,M,129.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should partner with more companies to offer internships and job opportunities to students.,27.0,0.9,4.0,1.0,F,105.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"I've applied to numerous internships and jobs, but haven't had any luck. It's discouraging and I wish the university could do more to help.",20.0,0.79,4.0,1.0,F,139.0,MEDIUM,Original,False,2026-03-26
Career opportunities,It's frustrating to see job postings for entry-level positions that require years of experience. How are students supposed to gain that experience?,23.0,0.72,4.0,1.0,F,147.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should offer more courses or programs that focus on job searching and professional development.,22.0,2.0,5.0,1.0,F,110.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Limited job opportunities have forced me to consider alternative career paths, which is disappointing.",22.0,2.77,4.0,1.0,F,102.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"I wish there were more opportunities to connect with professionals outside of the university, like networking events or mentorship programs.",26.0,2.03,4.0,1.0,F,140.0,MEDIUM,Original,False,2026-03-26
Career opportunities,Finding job opportunities feels like a full-time job in itself. The university should do more to make this process easier for students.,16.0,2.58,5.0,1.0,M,135.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Internships are essential for building experience and connections in my field, but there aren't many available through the university.",23.0,1.01,5.0,1.0,M,134.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Networking can be intimidating, especially for introverted students. The university should offer more support and resources to help all students succeed.",18.0,2.33,5.0,1.0,M,153.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"I've applied to several jobs that I was qualified for, but never heard back. It's frustrating and I wish the university could offer more guidance in this area.",17.0,2.44,5.0,1.0,F,159.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should work with local businesses and organizations to offer more job opportunities to students.,20.0,2.06,5.0,1.0,F,111.0,MEDIUM,Original,False,2026-03-26
Career opportunities,It's difficult to find job opportunities that are relevant to my interests and skills. The university should do more to tailor resources to different majors and fields.,25.0,0.18,4.0,1.0,M,168.0,MEDIUM,Original,False,2026-03-26
Career opportunities,Limited job opportunities have made me question whether I should continue pursuing my chosen career path.,16.0,1.71,5.0,1.0,F,105.0,MEDIUM,Original,False,2026-03-26
Career opportunities,I wish the university offered more opportunities for students to shadow professionals or gain hands-on experience in their fields.,18.0,2.11,4.0,1.0,F,130.0,MEDIUM,Original,False,2026-03-26
Career opportunities,"Networking events hosted by the university are often poorly attended, which makes it hard to connect with professionals.",25.0,2.96,5.0,1.0,M,120.0,LOW,Original,False,2026-03-26
Career opportunities,"I've tried to reach out to alumni for networking opportunities, but haven't had much luck. The university should offer more support in connecting students with alumni.",27.0,1.77,5.0,1.0,M,167.0,MEDIUM,Original,False,2026-03-26
Career opportunities,The university should partner with more companies to offer job opportunities specifically for recent graduates.,25.0,2.6,5.0,1.0,F,111.0,MEDIUM,Original,False,2026-03-26
